Listing_Title,City,Area,Location,picode,Zone,Propery_Type,Size_In_Sqft,Carpet_Area_Sqft,Bedrooms,Bathrooms,Balcony,Frurnishing_Status,Amenities,Number_Of_Amenities,Security_Deposite,Rent_Price,Property_Age,Brokerage,Floor_No,Total_floors_In_Building,Maintenance_Charge,Nearby_Facilities,Recomened for,Muncipla Water Or Bore Water,Type of Society,Road Connectivity,Builder or Developer Name
2 BHK Flat for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,south zone,2 BHK Flat,750 sqft,900 sqft,2,2,2,Unfurnished,parking,1,16000,8000,4,No,1 Floor,9 Floors,yes,"metro station, airport",Family,Municipal,Gated,under 1 km,
2 BHK Flat for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,north zone,2 BHK Flat,600 sqft,900 sqft,2,2,1,Furnished,parking,1,16000,8000,6,No,1 Floor,3 Floors,yes,"metro station, airport",Bachelors,Borewell,Non-Gated,under 1 km,
2 BHK Flat for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,west zone,2 BHK flat,1100 sqft,900 sqft,2,2,0,Furnished,parking,1,30000,15000,15,Yes,1 Floor,6 Floors,No,"metro station, airport",Anyone,Both,Non-Gated,under 2 km,
1 RK Flat for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,west zone,1 RK flat,750 sqft,1100 sqft,1,1,2,Semi-Furnished,"parking,powert backup,pet allowed, water supply",4,30000,15000,5,No,3 Floor,4 Floors,yes,"hospital, market",Bachelors,Both,Non-Gated,under 5 km,
1 RK Flat for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,east zone,1 RK flat,1100 sqft,900 sqft,1,2,1,Unfurnished,parking,1,16000,8000,6,Yes,4 Floor,8 Floors,yes,"metro station, airport",Anyone,Borewell,Gated,under 5 km,
1 RK Flat for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,north zone,1 RK flat,750 sqft,600 sqft,1,1,1,Unfurnished,"lift ,parking",2,30000,15000,8,Yes,2 Floor,2 Floors,yes,"school, hospital, mall",Family,Both,Non-Gated,under 2 km,
2 BHK Flat for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,north zone,2 BHK Flat,750 sqft,600 sqft,2,2,0,Furnished,parking,1,44000,22000,10,Yes,1 Floor,7 Floors,yes,"metro station, airport",Anyone,Municipal,Non-Gated,under 5 km,
3 BHK Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,south zone,3 BHK Apartment,600 sqft,750 sqft,3,3,2,Unfurnished,parking,1,24000,12000,13,No,4 Floor,7 Floors,yes,"metro station, airport",Bachelors,Both,Gated,under 2 km,
3 BHK Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,south zone,3 BHK Apartment,750 sqft,900 sqft,3,3,2,Unfurnished,"lift , pet allowed, geted cummunity",3,30000,15000,3,Yes,4 Floor,4 Floors,yes,"hospital, market",Anyone,Borewell,Non-Gated,under 2 km,
2 BHK Flat for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,east zone,2 BHK apartment,600 sqft,900 sqft,2,2,0,Semi-Furnished,"pool, gym,lift,parking,power backup, intercom,pet alloed, garden,sporty facility,kids area, geted cummunity, water supply",12,30000,15000,13,Yes,1 Floor,10 Floors,No,"hospital, market",Anyone,Borewell,Gated,under 2 km,
3 BHK Apartment for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,north zone,3 BHK Apartment,750 sqft,750 sqft,3,3,2,Semi-Furnished,parking,1,36000,18000,2,No,4 Floor,6 Floors,yes,"hospital, market",Anyone,Both,Non-Gated,under 2 km,
Studio Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,east zone,Studio Apartment,1100 sqft,900 sqft,1,1,2,Unfurnished,,0,24000,12000,10,Yes,4 Floor,3 Floors,No,"school, hospital, mall",Anyone,Borewell,Non-Gated,under 1 km,
Studio Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,north zone,Studio Apartment,900 sqft,1100 sqft,2,3,0,Furnished,parking,1,24000,12000,5,No,4 Floor,3 Floors,yes,"school, hospital, mall",Family,Both,Non-Gated,under 2 km,
3 BHK Apartment for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,south zone,3 BHK Apartment,750 sqft,1100 sqft,3,3,1,Furnished,"lift ,parking",2,36000,18000,8,Yes,1 Floor,4 Floors,No,"school, hospital, mall",Bachelors,Both,Gated,under 1 km,
2 BHK Flat for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,east zone,2 BHK Flat,600 sqft,600 sqft,2,2,0,Furnished,parking,1,30000,15000,11,No,4 Floor,2 Floors,yes,"metro station, airport",Family,Both,Gated,under 1 km,
Studio Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,east zone,Studio Apartment,1100 sqft,600 sqft,3,3,2,Semi-Furnished,parking,1,24000,12000,4,No,2 Floor,6 Floors,No,"metro station, airport",Anyone,Both,Non-Gated,under 5 km,
Studio Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,south zone,Studio Apartment,1100 sqft,750 sqft,2,1,2,Furnished,"lift , pet allowed, geted cummunity",3,36000,18000,2,Yes,3 Floor,10 Floors,No,"school, hospital, mall",Anyone,Both,Non-Gated,under 1 km,
2 BHK Flat for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,east zone,2 BHK Flat,750 sqft,900 sqft,2,2,0,Unfurnished,"pool, gym,lift,parking,power backup, intercom,pet alloed, garden,sporty facility,kids area, geted cummunity, water supply",12,16000,8000,15,Yes,4 Floor,7 Floors,No,"school, park",Family,Both,Non-Gated,under 5 km,
Studio Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,south zone,Studio Apartment,900 sqft,900 sqft,3,1,2,Furnished,parking,1,44000,22000,4,No,4 Floor,4 Floors,yes,"hospital, market",Family,Borewell,Non-Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,west zone,3 BHK Apartment  ,600 sqft,750 sqft,3,3,0,Semi-Furnished,,0,24000,12000,6,No,3 Floor,6 Floors,yes,"hospital, market",Bachelors,Both,Non-Gated,under 1 km,
1 RK Flat for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,west zone,1 RK flat,600 sqft,600 sqft,1,1,2,Furnished,parking,1,44000,22000,8,Yes,4 Floor,6 Floors,yes,"hospital, market",Family,Borewell,Non-Gated,under 2 km,
1 RK Flat for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,north zone,1 RK flat,900 sqft,600 sqft,1,1,2,Furnished,parking,1,24000,12000,3,Yes,1 Floor,5 Floors,No,"hospital, market",Bachelors,Both,Gated,under 2 km,
Studio Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,west zone,Studio Apartment,600 sqft,900 sqft,3,3,1,Unfurnished,"lift ,parking,power backup,intercom,sports facility, kids area,water supply, gas pipeline",8,36000,18000,15,No,1 Floor,5 Floors,No,"hospital, market",Bachelors,Both,Non-Gated,under 1 km,
Studio Apartment for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,west zone,Studio Apartment,750 sqft,750 sqft,2,2,2,Furnished,"garden,kids area,gated community,water supply",4,16000,8000,15,No,4 Floor,10 Floors,No,"school, park",Bachelors,Municipal,Non-Gated,under 2 km,
Studio Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,north zone,Studio Apartment,600 sqft,750 sqft,3,3,0,Unfurnished,,0,30000,15000,15,No,3 Floor,2 Floors,yes,"school, hospital, mall",Bachelors,Borewell,Non-Gated,under 2 km,
1 RK Flat for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,east zone,1 RK flat,600 sqft,600 sqft,1,1,1,Unfurnished,parking,1,36000,18000,10,Yes,3 Floor,5 Floors,yes,"hospital, market",Bachelors,Borewell,Gated,under 5 km,
Studio Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,south zone,Studio Apartment,600 sqft,1100 sqft,2,2,0,Unfurnished,parking,1,16000,8000,12,Yes,4 Floor,8 Floors,yes,"school, park",Anyone,Both,Non-Gated,under 2 km,
Studio Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,west zone,Studio Apartment,900 sqft,750 sqft,1,3,2,Semi-Furnished,parking,1,36000,18000,14,Yes,4 Floor,6 Floors,No,"hospital, market",Bachelors,Borewell,Non-Gated,under 5 km,
Studio Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,south zone,Studio Apartment,600 sqft,750 sqft,3,3,0,Semi-Furnished,"parking,powert backup,pet allowed, water supply",4,30000,15000,9,Yes,3 Floor,9 Floors,yes,"metro station, airport",Anyone,Borewell,Non-Gated,under 2 km,
2 BHK Flat for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,north zone,2 BHK Flat,1100 sqft,1100 sqft,2,2,2,Furnished,"lift ,parking",2,24000,12000,12,No,3 Floor,10 Floors,yes,"hospital, market",Anyone,Both,Gated,under 5 km,
3 BHK Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,south zone,3 BHK Apartment,750 sqft,1100 sqft,3,3,1,Furnished,parking,1,24000,12000,12,No,4 Floor,5 Floors,No,"school, hospital, mall",Anyone,Borewell,Gated,under 2 km,
2 BHK Flat for Rent,Nagpur,shatabdi square,"dharampeth, Nagpur, Maharashtra",,north zone,2 BHK Flat,1100 sqft,750 sqft,2,2,0,Semi-Furnished,parking,1,44000,22000,3,No,3 Floor,8 Floors,yes,"metro station, airport",Anyone,Both,Non-Gated,under 1 km,
1 RK Flat for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,east zone,1 RK flat,600 sqft,750 sqft,1,1,0,Furnished,"lift , pet allowed, geted cummunity",3,16000,8000,8,No,4 Floor,3 Floors,yes,"school, hospital, mall",Bachelors,Borewell,Gated,under 5 km,
1 RK Flat for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,south zone,1 RK flat,750 sqft,900 sqft,1,1,2,Unfurnished,"pool, gym,lift,parking,power backup, intercom,pet alloed, garden,sporty facility,kids area, geted cummunity, water supply",12,24000,12000,5,Yes,1 Floor,6 Floors,yes,"school, park",Family,Municipal,Non-Gated,under 1 km,
Studio Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,east zone,Studio Apartment,600 sqft,600 sqft,3,2,0,Unfurnished,parking,1,36000,18000,1,No,4 Floor,5 Floors,No,"school, park",Bachelors,Borewell,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,east zone,3 BHK Apartment,600 sqft,750 sqft,3,3,0,Unfurnished,,0,24000,12000,10,No,4 Floor,2 Floors,No,"hospital, market",Anyone,Municipal,Non-Gated,under 5 km,
2 BHK Flat for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,south zone,2 BHK Flat,1100 sqft,750 sqft,2,2,0,Furnished,parking,1,36000,18000,1,Yes,1 Floor,10 Floors,yes,"school, park",Bachelors,Both,Non-Gated,under 2 km,
1 RK Flat for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,east zone,1 RK flat,1100 sqft,600 sqft,1,1,2,Furnished,parking,1,16000,8000,13,Yes,2 Floor,10 Floors,No,"hospital, market",Bachelors,Both,Non-Gated,under 1 km,
Studio Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,west zone,Studio Apartment,1100 sqft,600 sqft,3,3,0,Unfurnished,"lift ,parking,power backup,intercom,sports facility, kids area,water supply, gas pipeline",8,16000,8000,12,No,2 Floor,3 Floors,No,"hospital, market",Bachelors,Borewell,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,north zone,3 BHK Apartment,600 sqft,900 sqft,3,3,2,Unfurnished,"garden,kids area,gated community,water supply",4,36000,18000,10,Yes,4 Floor,8 Floors,yes,"hospital, market",Bachelors,Borewell,Non-Gated,under 2 km,
3 BHK Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,east zone,3 BHK Apartment,900 sqft,600 sqft,3,3,1,Unfurnished,,0,30000,15000,8,Yes,2 Floor,9 Floors,No,"metro station, airport",Anyone,Municipal,Non-Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,west zone,3 BHK Apartment,750 sqft,750 sqft,3,3,2,Unfurnished,parking,1,36000,18000,9,No,4 Floor,4 Floors,yes,"school, hospital, mall",Bachelors,Borewell,Non-Gated,under 5 km,
2 BHK Flat for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,east zone,2 BHK Flat,600 sqft,1100 sqft,2,2,0,Furnished,parking,1,30000,15000,11,Yes,3 Floor,7 Floors,yes,"school, park",Bachelors,Both,Gated,under 2 km,
Studio Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,east zone,Studio Apartment,900 sqft,1100 sqft,1,3,0,Unfurnished,parking,1,30000,15000,6,No,3 Floor,2 Floors,No,"school, hospital, mall",Bachelors,Borewell,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,south zone,3 BHK Apartment,1100 sqft,750 sqft,3,3,2,Furnished,"parking,powert backup,pet allowed, water supply",4,24000,12000,2,Yes,3 Floor,4 Floors,No,"school, park",Family,Both,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,north zone,3 BHK Apartment,750 sqft,750 sqft,3,3,2,Semi-Furnished,"lift ,parking",2,36000,18000,14,No,4 Floor,5 Floors,yes,"hospital, market",Anyone,Borewell,Gated,under 1 km,
Studio Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,east zone,Studio Apartment,750 sqft,750 sqft,1,1,0,Furnished,parking,1,24000,12000,4,Yes,3 Floor,5 Floors,No,"school, hospital, mall",Bachelors,Borewell,Non-Gated,under 1 km,
2 BHK Flat for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,south zone,2 BHK Flat,750 sqft,1100 sqft,2,2,1,Unfurnished,parking,1,30000,15000,9,No,4 Floor,10 Floors,No,"metro station, airport",Family,Both,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,south zone,3 BHK Apartment,900 sqft,750 sqft,3,3,1,Furnished,"lift , pet allowed, geted cummunity",3,24000,12000,7,Yes,1 Floor,5 Floors,No,"school, hospital, mall",Bachelors,Both,Gated,under 2 km,
Studio Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,south zone,Studio Apartment,600 sqft,900 sqft,2,1,1,Furnished,"pool, gym,lift,parking,power backup, intercom,pet alloed, garden,sporty facility,kids area, geted cummunity, water supply",12,36000,18000,4,Yes,4 Floor,8 Floors,yes,"hospital, market",Anyone,Borewell,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,north zone,3 BHK flat,1100 sqft,750 sqft,3,3,2,Unfurnished,parking,1,44000,22000,9,No,3 Floor,8 Floors,No,"school, hospital, mall",Bachelors,Municipal,Non-Gated,under 5 km,
Studio Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,east zone,Studio Apartment,600 sqft,750 sqft,3,3,0,Furnished,,0,24000,12000,15,Yes,4 Floor,7 Floors,No,"metro station, airport",Bachelors,Borewell,Non-Gated,under 1 km,
Studio Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,north zone,Studio Apartment,900 sqft,900 sqft,3,3,1,Furnished,parking,1,30000,15000,7,No,2 Floor,10 Floors,yes,"school, park",Bachelors,Municipal,Non-Gated,under 2 km,
Studio Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,east zone,Studio Apartment,1100 sqft,750 sqft,3,3,1,Furnished,parking,1,36000,18000,14,Yes,4 Floor,10 Floors,No,"hospital, market",Bachelors,Both,Non-Gated,under 5 km,
3 BHK Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,east zone,3 BHK Apartment,1100 sqft,900 sqft,3,3,1,Furnished,"lift ,parking,power backup,intercom,sports facility, kids area,water supply, gas pipeline",8,36000,18000,7,Yes,2 Floor,9 Floors,No,"hospital, market",Bachelors,Municipal,Gated,under 1 km,
1 RK Flat for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,south zone,1 RK flat,600 sqft,900 sqft,1,1,0,Semi-Furnished,"garden,kids area,gated community,water supply",4,36000,18000,5,Yes,3 Floor,7 Floors,yes,"school, hospital, mall",Family,Borewell,Non-Gated,under 2 km,
3 BHK Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,west zone,3 BHK Apartment,900 sqft,1100 sqft,3,3,0,Semi-Furnished,,0,36000,18000,10,No,3 Floor,9 Floors,yes,"metro station, airport",Bachelors,Borewell,Gated,under 1 km,
Studio Apartment for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,north zone,Studio Apartment,600 sqft,600 sqft,1,1,0,Furnished,parking,1,16000,8000,2,No,4 Floor,3 Floors,yes,"hospital, market",Bachelors,Both,Non-Gated,under 1 km,
Studio Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,south zone,Studio Apartment,900 sqft,900 sqft,3,3,0,Unfurnished,parking,1,24000,12000,10,Yes,2 Floor,7 Floors,yes,"hospital, market",Anyone,Both,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,south zone,3 BHK Apartment,900 sqft,900 sqft,3,3,2,Furnished,parking,1,30000,15000,13,No,4 Floor,9 Floors,yes,"hospital, market",Bachelors,Borewell,Gated,under 5 km,
1 RK Flat for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,south zone,1 RK flat,900 sqft,750 sqft,1,1,0,Furnished,"parking,powert backup,pet allowed, water supply",4,16000,8000,2,Yes,2 Floor,5 Floors,No,"metro station, airport",Bachelors,Borewell,Non-Gated,under 1 km,
2 BHK Flat for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,south zone,2 BHK Flat,900 sqft,750 sqft,2,2,2,Unfurnished,"lift ,parking,power backup,intercom,sports facility, kids area,water supply, gas pipeline",8,36000,18000,6,No,1 Floor,10 Floors,yes,"school, park",Bachelors,Borewell,Non-Gated,under 2 km,
3 BHK Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,west zone,3 BHK Apartment,600 sqft,600 sqft,3,3,0,Semi-Furnished,"garden,kids area,gated community,water supply",4,44000,22000,13,Yes,1 Floor,5 Floors,yes,"metro station, airport",Anyone,Borewell,Non-Gated,under 2 km,
3 BHK Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,east zone,3 BHK Apartment,900 sqft,750 sqft,3,3,0,Semi-Furnished,,0,44000,22000,1,No,3 Floor,8 Floors,No,"school, hospital, mall",Anyone,Borewell,Non-Gated,under 1 km,
1 RK Flat for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,east zone,1 RK flat,900 sqft,600 sqft,1,1,2,Unfurnished,parking,1,36000,18000,1,No,4 Floor,6 Floors,No,"school, park",Family,Municipal,Non-Gated,under 2 km,
3 BHK Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,west zone,3 BHK Apartment,1100 sqft,900 sqft,3,2,2,Furnished,parking,1,24000,12000,4,No,3 Floor,6 Floors,No,"hospital, market",Anyone,Both,Non-Gated,under 5 km,
Studio Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,north zone,Studio Apartment,1100 sqft,900 sqft,2,1,1,Furnished,parking,1,24000,12000,2,No,3 Floor,6 Floors,yes,"school, park",Family,Both,Gated,under 5 km,
Studio Apartment for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,east zone,Studio Apartment,600 sqft,600 sqft,2,2,0,Unfurnished,"parking,powert backup,pet allowed, water supply",4,44000,22000,10,No,2 Floor,6 Floors,yes,"hospital, market",Bachelors,Municipal,Non-Gated,under 2 km,
Studio Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,south zone,Studio Apartment,750 sqft,1100 sqft,2,2,2,Furnished,"lift ,parking",2,36000,18000,2,No,4 Floor,6 Floors,yes,"metro station, airport",Family,Borewell,Gated,under 1 km,
2 BHK Flat for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,east zone,2 BHK Flat,600 sqft,900 sqft,2,2,2,Furnished,parking,1,16000,8000,6,Yes,2 Floor,2 Floors,yes,"school, park",Anyone,Municipal,Non-Gated,under 5 km,
Studio Apartment for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,east zone,Studio Apartment,750 sqft,750 sqft,3,1,2,Semi-Furnished,parking,1,36000,18000,1,Yes,3 Floor,6 Floors,yes,"hospital, market",Family,Municipal,Non-Gated,under 2 km,
2 BHK Flat for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,east zone,2 BHK Flat,1100 sqft,600 sqft,2,2,0,Furnished,"lift , pet allowed, geted cummunity",3,30000,15000,7,Yes,1 Floor,3 Floors,No,"school, park",Anyone,Borewell,Gated,under 1 km,
Studio Apartment for Rent,Nagpur,dharampeth,"shatabdi square, Nagpur, Maharashtra",,west zone,Studio Apartment,600 sqft,1100 sqft,2,2,1,Semi-Furnished,"lift ,parking,power backup,intercom,sports facility, kids area,water supply, gas pipeline",8,30000,15000,3,Yes,1 Floor,5 Floors,No,"school, park",Family,Municipal,Non-Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,shatabdi square,"sitabuldi, Nagpur, Maharashtra",,north zone,3 BHK Apartment,1100 sqft,600 sqft,3,3,1,Furnished,"garden,kids area,gated community,water supply",4,30000,15000,5,No,2 Floor,9 Floors,No,"school, hospital, mall",Bachelors,Both,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,sadar,"sadar, Nagpur, Maharashtra",,north zone,3 BHK Apartment,600 sqft,1100 sqft,3,3,1,Semi-Furnished,,0,36000,18000,3,Yes,4 Floor,3 Floors,yes,"school, park",Bachelors,Municipal,Gated,under 1 km,
2 BHK Flat for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,east zone,2 BHK flat,750 sqft,1100 sqft,2,1,1,Semi-Furnished,parking,1,30000,15000,11,No,1 Floor,2 Floors,No,"metro station, airport",Anyone,Borewell,Non-Gated,under 1 km,
Studio Apartment for Rent,Nagpur,manewada,"manewada, Nagpur, Maharashtra",,east zone,Studio Apartment,1100 sqft,1100 sqft,1,3,0,Furnished,parking,1,24000,12000,3,Yes,2 Floor,7 Floors,yes,"hospital, market",Bachelors,Both,Non-Gated,under 5 km,
3 BHK Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,south zone,3 BHK Apartment,1100 sqft,1100 sqft,3,2,2,Furnished,parking,1,44000,22000,12,Yes,2 Floor,5 Floors,yes,"school, park",Anyone,Borewell,Gated,under 1 km,
1 RK Flat for Rent,Nagpur,dharampeth,"dharampeth, Nagpur, Maharashtra",,west zone,1 RK flat,750 sqft,750 sqft,1,1,2,Furnished,"parking,powert backup,pet allowed, water supply",4,16000,8000,13,No,4 Floor,7 Floors,yes,"school, hospital, mall",Family,Both,Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,sitabuldi,"sitabuldi, Nagpur, Maharashtra",,north zone,3 BHK Apartment,900 sqft,600 sqft,3,3,1,Unfurnished,"lift ,parking",2,44000,22000,5,Yes,1 Floor,7 Floors,No,"school, hospital, mall",Anyone,Both,Non-Gated,under 5 km,
Studio Apartment for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,south zone,Studio Apartment,900 sqft,900 sqft,1,3,2,Semi-Furnished,parking,1,36000,18000,9,No,4 Floor,3 Floors,No,"school, hospital, mall",Anyone,Both,Non-Gated,under 1 km,
3 BHK Apartment for Rent,Nagpur,shatabdi square,"shatabdi square, Nagpur, Maharashtra",,north zone,3 BHK Apartment,900 sqft,1100 sqft,3,3,0,Unfurnished,parking,1,16000,8000,10,No,1 Floor,2 Floors,yes,"hospital, market",Anyone,Borewell,Gated,under 1 km,
